"address";"region"
Новгородская обл, Торбино д, 17;Новгородская область
новгородская обл. [5300000000000];Новгородская область
новгородская обл., г. боровичи, ул. красных командиров, д. 7;Новгородская область
новосергиевский район п.ясногорский ул.парковая,1-а, кв.1;Оренбургская область
новосибирская обл;Новосибирская область
новосибирская обл, г болотное, ул красноярская, д 58а;Новосибирская область
новосибирская обл, новосибирск г, димитрова пр-кт, 7;Новосибирская область
новосибирская обл. [5400000000000];Новосибирская область
новосибирская обл., г. бердск, ул. речная, д. 39, кв. 9;Новосибирская область
новосибирская обл., г. новосибирск, пер. 1-й римского-корсакова, д. 6, кв. 4;Новосибирская область
новосибирская обл., купинский р-н, с. новоселье, пр-кт новосельский, д. 155;Новосибирская область
новосибирская область;Новосибирская область
новосибирская область, г. новосибирск, ул. дукача, д. 10/1;Новосибирская область
номер дела о банкротстве:;Брянская область
обл ленинградская;Ленинградская область
обл тульская;Тульская область
обл. свердловская, алапаевский район, рп верхняя синячиха, ул. октябрьская, дом 60, кв. 12;Свердловская область
омская обл. [5500000000000];Омская область
омская обл., д. быструха, ул. центральная, д.3;Омская область
омская область;Омская область
омская область, г. омск, проспект космический дом 97а, к.3, ком.51,52, сек.75;Омская область
омская область, черлакский район, с. иртыш, ул. первомайская, дом 7, кв. 2;Омская область
определение арбитражного суда рязанской области от 14.08.2024г. по делу № а54-4505/2024;Владимирская область
определение арбитражного суда самарской области;Самарская область
оренбургская обл. [5600000000000];Оренбургская область
оренбургская обл., г. бузулук, ул. ново-чапаевская, д. 59;Оренбургская область
оренбургская обл., г. оренбург, ул. брыкина, д.5, кв.47;Оренбургская область
оренбургская обл., оренбургский р-н, нежинский с/с, с/о лотос, д. 163;Оренбургская область
оренбургская область;Оренбургская область
оренбургская область, тюльганский район, х. новый турай, ул. южная, д. 2, кв. 1.;Оренбургская область
орловская обл;Орловская область
орловская обл, д. новосёлово, д. 41, кв. 2;Орловская область
орловская обл, п. сахзаводской, ул. октябрьская, д. 30;Орловская область
орловская обл. [5700000000000];Орловская область
орловская обл., г. орёл, ш. московское, д. 172а, кв. 69;Орловская область
орловская область;Орловская область
п. ключи (усть-камчатский р-н., камчатский край) [4100900000600];Камчатский край
п. косая гора (г. тула, тульская обл.) [7100000101600];Тульская область
п. красная заря (краснозоренский р-н., орловская обл.) [5701100000900];Орловская область
п. масальский (локтевский р-н., алтайский край) [2202700001400];Алтайский край
п. пестяки (пестяковский р-н., ивановская обл.) [3701200000100];Ивановская область
п. ремовский (локтевский р-н., алтайский край) [2202700002300];Алтайский край
п. усть-ордынский (эхирит-булагатский р-н., иркутская обл.) [3813300000100];Иркутская область
п. херсонский (троицкий р-н., челябинская обл.) [7403900006900];Челябинская область
п. хинганск (облученский р-н., еврейская аобл.) [7900300002200];Еврейская автономная область
пгт. излучинск (нижневартовский р-н., ханты-мансийский автономный округ - югра ао.) [8600600001300];Тюменская область
пгт. кедровый (красноярский край) [2400002100000];Красноярский край
пгт. локомотивный (челябинская обл.) [7400000000200];Челябинская область
пгт. смышляевка (волжский р-н., самарская обл.) [6302800004400];Самарская область
пгт.кировский , пер..лесной д.17;Приморский край
пензенская обл;Пензенская область
пензенская обл, г. кузнецк, ул. горького, д. 47;Пензенская область
пензенская обл, г. пенза, пр-кт строителей, д. 36, д. 31;Пензенская область
Пензенская обл, Кузнецкий р-н, Евлашево рп, Советская ул, д. 47;Пензенская область
пензенская обл. [5800000000000];Пензенская область
Пензенская обл., Бессоновский р-н, с.Грабово, ул. Красная Горка, д.45;Пензенская область
Пензенская обл., г. Кузнецк, ул. Крупской, д. 50А;Пензенская область
Пензенская обл., с. Засечное, ул. Изумрудная, д. 9, кв. 100;Пензенская область
пензенская область, бессоновский район, с. трофимовка, ул. центральная, д. 35;Пензенская область
пензенская область, г. заречный, ул. заречная, д.14, кв. 99;Пензенская область
пензенская область, г. пенза, ул. ладожская д.156, кв. 37;Пензенская область
пензенская область, колышлейский район, рп. колышлей, ул. лесная, д. 12, кв.10;Пензенская область
пензенская областьасть иссинский район, р.п. исса, ул. красная, д.6, кв. 2;Пензенская область
пермский край;Пермский край
пермский край [5900000000000];Пермский край
пермский край, бардымский район, с. барда, ул. советская, д. 5, кв. 29;Пермский край
пермский край, г. соликамск, ул. набережная, д. 183, кв. 13;Пермский край
пермский край, пермский район, кв-л копыловский, ул. березовая, д. 8;Пермский край
пермский край, чернушинский р-н, д. зверево, ул. мира, д. 82;Пермский край
пермский край., г. пермь, бульвар гагарина, д. 73 кв. 28;Пермский край
пермского край;Пермский край
последний адрес регистрации по месту жительства согласно данным картотеки арбитражных дел: 143005, московская область, г. одинцово, б-р маршала крылова, д. 14, кв. 250;Московская область
приморский край;Приморский край
приморский край [2500000000000];Приморский край
приморский край, г. дальнереченск, ул. набережная, д. 17а;Приморский край
приморский край, г. фокино, ул. карла маркса, дом 19 а, к.2, кв.46;Приморский край
приморский край, зато г. большой камень, ул. горького, д. 8;Приморский край
приморский край, п. тавричанка, ул. куйбышева, д. 45;Приморский край
псковская обл., великолукский р-н, д. переслегино, д.8, кв.65;Псковская область
псковская обл., великолукский р-н, тер. сдт полет, уч-к 1;Псковская область
псковская обл., г. великие луки, пр-кт гагарина, д.7, к.2, кв.2;Псковская область
псковская обл., г. великие луки, ул. холмская, д.16, кв.69;Псковская область
псковская обл., г. псков, пр-кт рижский, д.5/12, кв.20;Псковская область
псковская обл., г. псков, ул. алексея алехина, д.24, кв.133;Псковская область
псковская обл., г. псков, ул. инженерная, д.10/6, кв.13;Псковская область
псковская обл., г. псков, ул. красноармейская, д.25, кв.69;Псковская область
псковская обл., гор. великие луки, проезд нелидовский, д.17, кв.1;Псковская область
псковская обл., красногородский р-н, дер. блясино;Псковская область
псковская обл., новосокольнический р-н, г. новосокольники, ул. загородная, д.5а, кв.75;Псковская область
псковская обл., псковский р-н, д. покрутище, ул. счастливая, д.16;Псковская область
псковская обл., псковский р-н, с. середка, ул. рыбакова, д. 12;Псковская область
псп арбитражного суда пермского края;Пермский край
рбитражный суд города санкт-петербурга и ленинградской области;Санкт-Петербург
рд, г. избербаш, ул. кутузова, д. 50;Республика Дагестан
респ хакасия, усть-абаканский р-н, село калинино;Республика Хакасия
респ. адыгея [0100000000000];Республика Адыгея (Адыгея)
респ. башкортостан [0200000000000];Республика Башкортостан
респ. башкортостан, туймазинский р-н, с. субханкулово, ул. ленина, д. 10;Республика Башкортостан
респ. бурятия [0300000000000];Республика Бурятия
респ. дагестан [0500000000000];Республика Дагестан
респ. дагестан, г. каспийск, ул. м. халилова, д. 46, кв. 44;Республика Дагестан
респ. кабардино-балкарская [0700000000000];Кабардино-Балкарская Республика
респ. калмыкия [0800000000000];Республика Калмыкия
респ. карачаево-черкесская [0900000000000];Карачаево-Черкесская Республика
респ. карелия, прионежский р-н, тер. снт бытовик, ул. лесная, д. 71;Самарская область
респ. коми;Республика Коми
респ. коми [1100000000000];Республика Коми
респ. крым;Республика Крым
респ. марий эл [1200000000000];Республика Марий Эл
респ. марий эл, г. йошкар-ола, ул. мира, д. 68;Республика Марий Эл
респ. мордовия [1300000000000];Республика Мордовия
респ. мордовия, р-н. темниковский, д. андреевка (андреевское с/п), ул. молодежная, д.3, кв.5;Республика Мордовия
респ. саха /якутия/ [1400000000000];Республика Саха (Якутия)
респ. саха/якутия;Республика Саха (Якутия)
респ. саха/якутия, г. якутск, с маган, ул. алымова, д. 48, кв. 1;Республика Саха (Якутия)
респ. северная осетия - алания;Республика Северная Осетия - Алания
респ. татарстан;Республика Татарстан (Татарстан)
респ. татарстан [1600000000000];Республика Татарстан (Татарстан)
респ. татарстан, г. нижнекамск, пр-кт химиков, д. 94, кв. 292;Республика Татарстан (Татарстан)
респ. татарстан, с. поповка, ул. буденного, д. 45, корп. а;Республика Татарстан (Татарстан)
респ. удмуртия, г. глазов, ул. молодой гвардии дом 22, кв.4;Удмуртская Республика
респ. удмуртская [1800000000000];Удмуртская Республика
респ. хакасия [1900000000000];Республика Хакасия
респ.татарстан, п. апастово апастовского р-на, ул. кирова дом 24;Республика Татарстан (Татарстан)
республика адыгея, г. адыгейск, пр-кт им. в.и. ленина дом 24 а, кв. 38;Республика Адыгея (Адыгея)
республика башкортостан, г. туймазы, ул. мичурина, 22а, кв. 25;Республика Башкортостан
республика башкортостан, г. уфа, ул. габдуллы амантая, д. 5, кв.146;Республика Башкортостан
республика башкортостан, р-н белебеевский, рп. приютово, ул. советская, д. 64;Республика Башкортостан
республика бурятия;Республика Бурятия
республика бурятия, мухоршибирский район, с.новый-заган, ул.школьная, д.39;Республика Бурятия
республика бурятия, северо-байкальский район, пгт. нижнеангарск, ул. козлова, д. 142;Республика Бурятия
республика дагестан;Республика Дагестан
республика дагестан , буйнакский р-н, с. чиркей , ул. лермонтова;Республика Дагестан
республика дагестан, г. дербент, ул. гагарина, д. 25 б, кв. 7;Республика Дагестан
республика дагестан, г. каспийск, дагестан респ, каспийск г, махачкалинская ул, 98а;Республика Дагестан
республика дагестан, г. каспийск, рд, г. каспийск, ул. дахадаева, 14а;Республика Дагестан
республика дагестан, г. каспийск, респ. дагестан, г. каспийск, ул. дахадаева, 14а;Республика Дагестан
республика дагестан, г. махачкала, пгт шамхал, ул. гагарина д.28;Республика Дагестан
республика дагестан, дербент, ул. гагарина, д. 25 б, кв. 7;Республика Дагестан
республика дагестан, избербаш;Республика Дагестан
республика дагестан, кайтагский район, с. джавгат;Республика Дагестан
республика дагестан, карабудахкентский р-н,  с. агачаул;Республика Дагестан
республика калмыкия;Республика Калмыкия
республика калмыкия, г элиста;Республика Калмыкия
республика калмыкия, р-н. юстинский, п. барун, ул. советская, д. 8;Республика Калмыкия
республика калмыкия, сарпинский район, примерно в 2,9 км по направлению на юго-запад от п. каажихин;Республика Калмыкия
республика калмыкия, сарпинский район, сарпинский район, примерно в 2,9 км по направлению на юго-запад от п. каажихин;Республика Калмыкия
республика коми, г. инта, ул. спортивная, 89, кв. 4;Республика Коми
республика коми, г. сыктывкар, пр. бумажников, д.31, кв.60;Республика Коми
республика коми, г. усинск, ул. нефтяников, 21/12а;Республика Коми
республика коми, корткеросский р-н, с. подъельск, ул. ярошенко, д.4;Республика Коми
республика крым;Республика Крым
республика мордовия;Республика Мордовия
республика мордовия, большеигнатовский район, с. андреевка, ул. первомайская, д. 74;Республика Мордовия
республика мордовия, дубенский район, с. дубенки, ул. мелиораторов, д. 16;Республика Мордовия
республика мордовия, ковылкинский район, с. крутенькое, ул. центральная, д.39;Республика Мордовия
республика саха (якутия);Республика Саха (Якутия)
республика саха (якутия), амгинский улус, с. алтанцы, ул. кирова, д. 30;Республика Саха (Якутия)
республика саха (якутия), амгинский улус, с. сатагай, ул. парковая, д. 19;Республика Саха (Якутия)
республика саха (якутия), г. якутск, ул. 50 лет советской армии, д. 23, корп. 2, кв. 214;Республика Саха (Якутия)
республика саха (якутия), г. якутск, ул. короленко, д. 25, кв. 128в;Республика Саха (Якутия)
республика саха (якутия), г. якутск, ул. лермонтова, д. 74, корп. 1, кв. 16;Республика Саха (Якутия)
республика саха (якутия), намский улус, с. графский берег, ул. песчаная, д. 6;Республика Саха (Якутия)
республика саха (якутия), у. хангаласский, г. покровск, ул. орджоникидзе, дом 80/1, кв. 10;Республика Саха (Якутия)
республика саха (якутия), усть-янский р-н, с. тумат;Республика Саха (Якутия)
республика саха (якутия), ханналасский р-н, с. улахан-ан, ул. молодежная, д. 50;Республика Саха (Якутия)
республика северная осетия - алания, п. моздок-2 моздокского р-на, ул. центральная дом 137;Республика Северная Осетия - Алания
республика татарстан;Республика Татарстан (Татарстан)
республика татарстан, г. казань, ул. короленко, д. 52а, ком. 245;Республика Татарстан (Татарстан)
республика татарстан, с. старые бугады актанышского р-на, ул. колхозная дом 45;Республика Татарстан (Татарстан)
республика тыва, г. кызыл, ул. калинина, д. 25;Республика Тыва
республика хакасия, г. абакан ул.чертыгашева, д.27-408;Республика Хакасия
республика хакасия, таштыпский район, с. имек, ул. горького, д. 12, кв. 2;Республика Хакасия
республики башкортостан;Республика Башкортостан
решение Арбитражного суда Воронежской области;Воронежская область
решение арбитражного суда красноярского края;Красноярский край
решением арбитражного суда орловской области от 20.03.2023 по делу № а48-5333/2022;Орловская область
Решением АРБИТРАЖНОГО СУДА ПЕНЗЕНСКОЙ ОБЛАСТИ от 10.09.2024 г. по делу № А49-3259/2024;Пензенская область
решением арбитражного суда республики татарстан от 13.08.2024 по делу №а65- 15697/2024;Республика Татарстан (Татарстан)
российская федерация, город москва, вн.тер.г. муниципальный округ замоскворечье, улица бахрушина, дом 11;Москва
российская федерация, московская область, городской округ солнечногорск;Московская область
россия, 429965, чувашская республика, г. новочебоксарск, ул. советская, д. 75, кв. 22;Республика Татарстан (Татарстан)
россия, 660016, город красноярск, улица гладкова, 22, офис 202/2;Красноярский край
россия, амурская обл;Амурская область
россия, амурская область, г благовещенск, ул ленина, д 142;Амурская область
россия, архангельская область, архангельская обл, устьянский р-н;Архангельская область
россия, астраханская область, астраханская обл, наримановский р-н, село нижнелебяжье;Астраханская область
россия, брянская область, 242521, брянская обл, карачевский р-н, село верхополье;Брянская область
россия, владимирская обл;Владимирская область
россия, владимирская область, владимирская обл, вязниковский р-н, деревня паустово, ул фабричная, д 12;Владимирская область
россия, владимирская область, владимирская обл, суздальский р-н, село клементьево;Владимирская область
россия, владимирская область, владимирская обл, юрьев-польский р-н, село косинское, ул центральная, д 14;Владимирская область
россия, волгоградская обл;Волгоградская область
россия, волгоградская обл, михайловка, торговая ул, дом 58;Волгоградская область
россия, волгоградская область, камышинский район, петров вал, улица чапаева, 43;Волгоградская область
россия, вологодская обл;Вологодская область
россия, вологодская обл, г. вологда;Вологодская область
россия, воронежская область, г воронеж, б-р победы, д 49, кв 152;Воронежская область
россия, г москва;Москва
россия, г москва б-р химкинский, д. 16, корп. 2, кв. 118;Москва
россия, г москва басманный, б-р чистопрудный, д. 10, стр. 1, кв. 6, к. 6;Москва
россия, г москва москва, вн.тер.г. муниципальный округ ростокино, ул. докукина, д. 16;Москва
россия, г москва пер. большой харитоньевский, д. 20/2, кв. 11;Москва
россия, г москва тупик басманный, д. 6а, стр. 2, кв. 38;Москва
россия, г москва ул. энергетическая, д. 20, кв. 33;Москва
россия, г москва, вн.тер.г. муниципальный округ алексеевский, пр-кт мира, дом 48 стр. 6, помещ. 2/п;Москва
россия, г москва, вн.тер.г. муниципальный округ алексеевский, пр-кт мира, дом 48 стр. 6, помещ. 3/п;Москва
россия, г москва, вн.тер.г. муниципальный округ арбат, ул арбат, дом 51 стр. 1, кв. 23;Москва
россия, г москва, вн.тер.г. муниципальный округ арбат, ул новый арбат, дом 27 пом. i м/м № 42;Москва
россия, г москва, вн.тер.г. муниципальный округ басманный, пер подсосенский, дом 5а, помещ. 1/1;Москва
россия, г москва, вн.тер.г. муниципальный округ басманный, пер посланников, дом 9 стр. 1;Москва
россия, г москва, вн.тер.г. муниципальный округ богородское, проезд погонный, дом 3а;Москва
россия, г москва, вн.тер.г. муниципальный округ бутырский, ул милашенкова, дом 7 к. 1, помещ. 10/1;Москва
россия, г москва, вн.тер.г. муниципальный округ выхино-жулебино, пр-кт рязанский, дом 30 к. 2, помещ. 11/1;Москва
россия, г москва, вн.тер.г. муниципальный округ гольяново, ул бирюсинка, дом 4 стр. 19;Москва
россия, г москва, вн.тер.г. муниципальный округ дорогомилово, пр-кт кутузовский, дом 43, кв. 171;Москва
россия, г москва, вн.тер.г. муниципальный округ зябликово, б-р ореховый, дом 15 стр. 5;Москва
россия, г москва, вн.тер.г. муниципальный округ зябликово, ул шипиловская, дом 44а, помещ. 1п;Москва
россия, г москва, вн.тер.г. муниципальный округ крюково, г зеленоград, дом 317а стр. 1, помещ. 1/1;Москва
россия, г москва, вн.тер.г. муниципальный округ крюково, г зеленоград, ул малинская 48а;Москва
россия, г москва, вн.тер.г. муниципальный округ кунцево, ул академика павлова, дом 2;Москва
россия, г москва, вн.тер.г. муниципальный округ марьино, ул донецкая, дом 40 стр. 15;Москва
россия, г москва, вн.тер.г. муниципальный округ ново-переделкино, ул скульптора мухиной, дом 18;Москва
россия, г москва, вн.тер.г. муниципальный округ раменки, пр-кт ломоносовский, дом 25 к. 5, м/м 5аб;Москва
россия, г москва, вн.тер.г. муниципальный округ строгино, ул таллинская, дом 6;Москва
россия, г москва, вн.тер.г. муниципальный округ таганский, пер съезжинский, дом 6, помещ. 1/п;Москва
россия, г москва, вн.тер.г. муниципальный округ теплый стан, ул академика варги, дом 5 к. 2 пом. i м/место 180;Москва
россия, г москва, вн.тер.г. муниципальный округ тропарево-никулино, ул академика анохина, дом 6 к. 6;Москва
россия, г москва, вн.тер.г. муниципальный округ тропарево-никулино, ул академика анохина, дом 66, помещ. 13п;Москва
россия, г москва, вн.тер.г. муниципальный округ тропарево-никулино, ул никулинская, дом 11 к. 5 пом. iii 391;Москва
россия, г москва, вн.тер.г. муниципальный округ хамовники, проезд новолужнецкий, дом 15 а;Москва
россия, г москва, вн.тер.г. муниципальный округ чертаново северное, ул днепропетровская, дом 7 к. 1;Москва
россия, г москва, вн.тер.г. муниципальный округ чертаново северное, ул дорожная, дом 1;Москва
россия, г москва, вн.тер.г. муниципальный округ чертаново северное, ул дорожная, дом 1 к. 1;Москва
россия, г москва, вн.тер.г. муниципальный округ щукино, ул авиационная, дом 24;Москва
россия, г москва, вн.тер.г. муниципальный округ южное бутово, ул адмирала лазарева, дом 63 к. 2 с. 1;Москва
россия, г москва, вн.тер.г. муниципальный округ якиманка, ул большая полянка, дом 43 стр. 3;Москва
россия, г москва, вн.тер.г. муниципальный округ ярославский, ул красная сосна, дом 36 стр. 1;Москва
россия, г москва, вн.тер.г. поселение внуковское, ул самуила маршака, дом 17, кв. 3;Москва
россия, г москва, вн.тер.г. поселение московский, г. московский, мкр. 1-й, дом 58 стр. 1;Москва
россия, г москва, вн.тер.г. поселение рязановское, п знамя октября, дом 29, помещ. 6/ц;Москва
россия, г санкт-петербург 11-я красноармейская улица, дом 22, литера г;Санкт-Петербург
россия, г санкт-петербург бассейная улица, д. 31, литера а, пом. 6-н;Санкт-Петербург
россия, г санкт-петербург большая подьяческая улица, д. 12, литера а, пом. 1-н;Санкт-Петербург
россия, г санкт-петербург большая пороховская улица, д. 13, литера а, пом. 13-н;Санкт-Петербург
россия, г санкт-петербург внутригородское муниципальное образование города федерального значения санкт-петербург муниципальный округ московская застава, проспект юрия гагарина, дом 25, литера а, пом. 13-н;Санкт-Петербург
россия, г санкт-петербург внутригородское муниципальное образование города федерального значения санкт-петербург муниципальный округ московская застава, проспект юрия гагарина, дом 25, литера а, пом. 16-н;Санкт-Петербург
россия, г санкт-петербург внутригородское муниципальное образование города федерального значения санкт-петербурга муниципальный округ константиновское, проспект ветеранов, дом 160, литера а, пом. 10-н;Санкт-Петербург
россия, г санкт-петербург внутригородское муниципальное образование города федерального значения санкт-петербурга муниципальный округ константиновское, проспект ветеранов, дом 160, литера а, пом. 11-н;Санкт-Петербург
россия, г санкт-петербург внутригородское муниципальное образование города федерального значения санкт-петербурга муниципальный округ константиновское, проспект ветеранов, дом 160, литера а, пом. 13-н;Санкт-Петербург
россия, г санкт-петербург внутригородское муниципальное образование города федерального значения санкт-петербурга муниципальный округ пороховые, проспект наставников, дом 6, корпус 2, литера а, пом. 13-н;Санкт-Петербург
россия, г санкт-петербург г. колпино, загородная ул., д. 48, корп. 2, литера а, пом. 2-н;Санкт-Петербург
россия, г санкт-петербург гончарная ул., д. 16, литера а, пом. 1-н;Санкт-Петербург
россия, г санкт-петербург индустриальный пр., д. 27, литера а, пом. 32-н;Санкт-Петербург
россия, г санкт-петербург кадетская линия в.о., д. 23, литера а, пом. 8-н;Санкт-Петербург
россия, г санкт-петербург ковенский пер., д. 15, литера а;Санкт-Петербург
россия, г санкт-петербург купчинская улица, д. 23, корп. 1, литера в, пом. 3-н;Санкт-Петербург
россия, г санкт-петербург морская наб., д. 9, литера а, пом. 23-н;Санкт-Петербург
россия, г санкт-петербург наб. морская, д. 9, литера а, пом. 12-н;Санкт-Петербург
россия, г санкт-петербург наб. реки фонтанки, д. 129, литера а, пом. 61-н;Санкт-Петербург
россия, г санкт-петербург новочеркасский проспект, д. 38, литера б;Санкт-Петербург
россия, г санкт-петербург пер. дегтярный, д. 1/8а, литера б, пом. 1-н;Санкт-Петербург
россия, г санкт-петербург поселок стрельна, львовская улица, д. 14, литера а, склад № 9 петродворцового района теплоснабжения;Санкт-Петербург
россия, г санкт-петербург поселок усть-ижора, улица третьей пятилетки, дом 37;Санкт-Петербург
россия, г санкт-петербург проспект кузнецова, д. 26, корп. 1, литера а, пом. 43-н;Санкт-Петербург
россия, г санкт-петербург садовая улица, д. 124, литера а, пом. 3-н;Санкт-Петербург
россия, г санкт-петербург синопская наб., д. 30, литера а, пом. 1-н;Санкт-Петербург
россия, г санкт-петербург средняя подьяческая улица, д. 1, литера а, пом. 5-н;Санкт-Петербург
россия, г санкт-петербург столярный переулок, д. 18/69, литера а, пом. 16-н;Санкт-Петербург
россия, г санкт-петербург ул. благодатная, д. 42, литера. а, пом. 2-н;Санкт-Петербург
россия, г санкт-петербург ул. гастелло, д.10, литера а, пом. 11-н;Санкт-Петербург
россия, г санкт-петербург ул. зайцева, д. 9, литера а, пом. 4-н;Санкт-Петербург
россия, г санкт-петербург ул. пограничника гарькавого, д. 36, корп. 1, литера а, пом. 8-н;Санкт-Петербург
россия, г санкт-петербург ул. шевченко, д. 9, литера. а, пом. 11-н;Санкт-Петербург
россия, г санкт-петербург улица александра невского, д. 3, литера а, пом. 4-н;Санкт-Петербург
россия, г санкт-петербург улица косинова, д. 15, литера а, пом. 2-н;Санкт-Петербург
россия, г санкт-петербург улица черняховского, д. 24, литера а, пом. 2-н;Санкт-Петербург
россия, г санкт-петербург херсонская ул., д. 8, литера а, пом. 10-н,12-н,13-н;Санкт-Петербург
россия, г санкт-петербург, вн.тер.г. муниципальный округ адмиралтейский округ, б-р конногвардейский, дом 4 литера а;Санкт-Петербург
россия, г санкт-петербург, вн.тер.г. муниципальный округ гагаринское, ул звёздная, дом 15 литера а;Санкт-Петербург
россия, г санкт-петербург, вн.тер.г. муниципальный округ невская застава, пр-кт обуховской обороны, дом 261 литера а, помещ. 6-н;Санкт-Петербург
россия, г санкт-петербург, вн.тер.г. муниципальный округ невская застава, ул седова, дом 113 литера а;Санкт-Петербург
россия, г санкт-петербург, вн.тер.г. муниципальный округ пороховые, ул белорусская, дом 15 литера а;Санкт-Петербург
россия, г санкт-петербург, вн.тер.г. муниципальный округ ульянка, пр-кт маршала жукова, дом 80 литера а;Санкт-Петербург
россия, г. москва, г москва, ул южнопортовая, д 25;Москва
россия, г. санкт-петербург, г санкт-петербург, ул гранитная, д 32 литер а, кв 11;Санкт-Петербург
россия, иркутская обл, иркутск г;Иркутская область
россия, кабардино-балкарская республика, кабардино-балкарская респ, г баксан, ул катханова н.;Кабардино-Балкарская Республика
россия, кабардино-балкарская республика, кабардино-балкарская респ, урванский р-н, село кахун, ул огородная;Кабардино-Балкарская Республика
россия, калининградская область, калининградская обл, правдинский р-н, поселок шевченко, ул калининградская, д 11, помещ 1;Калининградская область
россия, калужская обл, куйбышевский р-н, бетлица п, ленина ул, дом 38а;Калужская область
россия, калужская область, калужская обл, жуковский р-н, село высокиничи, ул лесная, д 4, кв 7;Калужская область
россия, карелия респ, петрозаводск, новосулажгорская, 23;Республика Карелия
россия, кемеровская область - кузбасс обл, новокузнецк, заводский район, на занимаемой территории пс кузнецкая;Кемеровская область — Кузбасс
россия, кемеровская область, кемеровская область - кузбасс, мариинский р-н, поселок чистопольский;Кемеровская область — Кузбасс
россия, кировская область, г киров, октябрьский пр-кт, д 94, кв 80;Кировская область
россия, кировская область, кировская обл, г кирово-чепецк, пр-кт мира, д 17, кв 20;Кировская область
россия, костромская обл, кострома г, солониковская ул, 10;Костромская область
россия, костромская область, г кострома;Костромская область
россия, край камчатский, г.о. петропавловск- камчатский, г петропавловск-камчатский, ул дальневосточная, дом 34;Камчатский край
россия, край камчатский, г.о. петропавловск- камчатский, г петропавловск-камчатский, ул приморская, дом 96;Камчатский край
россия, край пермский местоположение установлено относительно ориентира, расположенного за пределами участка. почтовый адрес ориентира: пермский край, дивьинское с/п, г. добрянка, п. ветляны, ул. новая;Пермский край
